Year,Mo,Dy,Tsunami,Volcano,Name,Latitude,Longitude,Depth,Magnitude,Deaths/Num,Deaths/Scale,Missing/Num,Missing/Scale,Injuries/Num,Injuries/Scale,Damage/$Mill,Damage/ Scale,Houses Destroyed/ Num,Houses Destroyed/ Scale,Houses Damaged/ Num,Houses Damaged/ Scale
1983,2,25,,,BALKANS NW: MACEDONIA: SKOPJE,41.959,21.54,24,4.7,12,1,,,,,0.5,1,,,,
1983,2,26,,,"TAJIKISTAN: GARM, KHAZORA",38.841,70.727,49,5.2,,,,,,,,3,,,,
1983,3,18,Tsu,,PAPUA NEW GUINEA: NEW IRELAND,-4.883,153.581,89,7.6,,,,,,,,2,,,,
1983,3,23,,,GREECE: VONITSA,38.294,20.262,19,6.2,,,,,7,1,,2,160,3,,
1983,3,31,,,"COLOMBIA: SW, POPAYAN",2.461,-76.686,22,4.9,350,3,,,1200,4,410.9,4,,,,
1983,4,2,,,TURKMENISTAN: KUM-DAG,39.042,48.714,33,4.6,,,,,,,5,2,,,,
1983,4,4,,,INDONESIA: SUMATERA: BANDA ACEH,5.723,94.722,79,6.6,,1,,,100,2,1,2,,,,
1983,5,2,,,"CALIFORNIA: CENTRAL, COALINGA",36.219,-120.317,10,6.2,,,,,45,1,31,4,500,3,,
1983,5,26,Tsu,,JAPAN: HONSHU: AKITA,40.462,139.102,24,7.7,4,1,,,324,3,800,4,,,,
1983,7,3,,,COSTA RICA: SAN JOSE,9.652,-83.688,33,6.2,2,1,,,60,2,5,2,,,,
1983,7,5,,,"TURKEY: NW, BIGA, ERDEK, ISTANBUL",40.324,27.222,10,6.1,5,1,,,26,1,,2,,,,
1983,7,12,,,ALASKA: PRINCE WILLIAM SOUND,61.031,-147.286,37,6.1,,,,,,,1,2,,,,
1983,7,22,,,"IRAN: NW, ZANJIN",36.948,49.18,41,5,3,1,,,41,1,5,2,75,2,,
1983,8,6,Tsu,,GREECE: AEGEAN SEA,40.142,24.766,2,7,,,,,,,,1,,,,
1983,8,17,Tsu,,PHILIPPINES: LUZON,18.231,120.86,29,6.5,16,1,,,47,1,2.227,2,,3,,3
1983,9,10,,,BALKANS NW: SERBIA,43.246,20.859,10,5.1,,,,,,,,2,,,,
1983,10,3,,Vol,"JAPAN: MIYAKEJIMA, OSHIMA",33.941,139.513,12,6,,,,,,,,2,,,,
1983,10,4,Tsu,,CHILE: NORTHERN: COPOAPO-CHANARAL,-26.535,-70.563,15,7.3,5,1,,,12,1,1,2,40,1,,
1983,10,25,,,INDONESIA: CENTRAL SULAWESI,1.131,120.858,33,6.1,2,1,,,4,1,,2,20,1,4,1
1983,10,28,,,"IDAHO: BORAH PEAK, CHALLIS, MACKAY",43.974,-113.916,14,7.3,2,1,,,2,1,12.5,3,,,,
1983,10,30,,,"JAPAN: TOTTORI, YONANGO",35.464,133.899,27,5.2,,,,,,,,2,,,,
1983,11,6,,,"CHINA: E, HEZE-DONGMING, SHANDONG PROVINCE",35.206,115.213,19,5.3,34,1,,,2200,4,5,2,3300,4,,
1983,11,8,,,BELGIUM,50.696,5.346,10,5,2,1,,,30,1,50,4,,3,,
1983,11,9,,,"ITALY: N, PARMA",44.689,10.317,37,5,,,,,100,2,,2,,,,
1983,11,16,,,HAWAII: KAPAPALA,19.43,-155.454,12,6.7,,,,,6,1,6.5,3,,,,
1983,11,30,Tsu,,INDIAN OCEAN: CHAGOS ARCHIPELAGO: DIEGO GARCIA,-6.852,72.11,10,7.6,,,,,,,,1,,,,
1983,12,22,,,"PAPUA NEW GUINEA: ULAWUN, RABAUL",-5.392,151.868,26,6.4,10,1,,,,,25,4,,
1983,12,22,,,GUINEA: GAOUAL-KOUMBIA,11.866,-13.529,11,6.2,443,3,200,3,1436,4,8,3,4000,4
1983,12,30,,,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN; PAKISTAN",36.372,70.738,215,7.2,26,1,,,483,3,3,2,,
1984,2,1,,,"AFGHANISTAN: KHOROG, JALALABAD; PAKISTAN",34.616,70.484,33,5.8,1,1,,,35,1,5,2,,
1984,2,7,,,SOLOMON ISLANDS: GUADALCANAL,-10.012,160.469,18,7.5,,,,,,,,2,,
1984,2,16,,,PAKISTAN-NW AFGHANISTAN: HINDU KUSH: CHITRAL-LANDI,36.431,70.826,208,6.1,4,1,,,13,1,5,2,,
1984,3,19,,,UZBEKISTAN: GAZLI,40.32,63.35,15,7,,,,,100,2,5,2,,
1984,3,27,,,PAPUA NEW GUINEA: KARKAR,-4.647,145.805,28,6.6,,,,,11,1,,2,,3
1984,4,24,,,CALIFORNIA: CENTRAL: MORGAN HILL,37.32,-121.698,8,6.1,,,,,27,1,8,3,,
1984,4,29,,,ITALY: CENTRAL: :PERUGIA-ASSISSI-GUBBIO,43.26,12.558,12,5.3,3,1,,,200,3,25,4,,
1984,5,7,,,ITALY: S CENTRAL: ABRUZZO,41.765,13.898,10,5.8,3,1,,,100,2,5,2,,
1984,5,11,,,ITALY: S CENTRAL: ABRUZZO,41.831,13.961,14,5.2,3,1,,,63,2,,2,,
1984,5,13,,,BOSNIA-HERZEGOVINA: LJUBINJE; CROATIA: DUBROVNIK,42.967,17.734,30,5.1,1,1,,,,,,2,,
1984,6,24,,,DOMINICAN REPUBLIC: SANTO DOMINGO,17.984,-69.338,24,6.7,5,1,,,,,,1,,
1984,8,6,Tsu,,JAPAN: KYUSHU: NOBEOKA,32.386,131.945,46,6.7,20,1,,,,,,2,,
1984,9,7,,,BALKANS NW: SERBIA,43.314,20.957,13,4.7,,,,,2,1,,2,,
1984,9,13,,,JAPAN: HONSHU: CENTRAL: MT ONTAKE,35.789,137.488,10,6.1,29,1,,,,,43,4,,,,
1984,9,18,,,"TURKEY: E, ERZURUM, OLUR-SENKAYA",40.885,42.219,10,6.4,3,1,,,38,1,,2,75000,4,,
1984,10,9,,,GREECE: MESSINA,37.013,21.757,27,4.5,,,,,1,1,,2,,3,,
1984,10,18,,,"WYOMING: DOUGLAS, MEDICINE BOW",42.375,-105.72,33,5.1,,,,,,,,1,,,,
1984,10,26,,,"TAJIKISTAN: DZHIRGATAL, GARM",39.155,71.328,33,6.1,,,,,,,,2,,2,,2
1985,1,26,,,"ARGENTINA: WEST CENTRAL, MENDOZA, LA LIGUA",-33.053,-68.467,5,6.9,6,1,,,238,3,5,2,12000,4,12000,4
1985,3,3,Tsu,,"CHILE: CENTRAL COAST, SAN ANTONIO, VALPARAISO",-33.132,-71.708,40,8,180,3,,,2575,4,1500,4,,4,,
1985,3,16,Tsu,,GUADELOUPE,17.013,-62.448,13,6.3,,,,,6,1,,1,,,,
1985,3,17,,,"CHILE: VALPARAISO, VINA DEL MAR",-32.663,-71.551,33,6.6,1,1,,,,,,2,,,,
1985,3,18,,,"PHILIPPINES: PAGADIAN, ZAMBOANGA",7.758,123.544,33,6.5,2,1,,,25,1,,2,30,1,,
1985,4,9,,,"CHILE: NEAR CENTRAL COAST, SANTIAGO-VALPARAISO",-34.131,-71.618,38,7.5,2,1,,,,2,,2,,,,
1985,4,18,,,CHINA: YUNNAN PROVINCE,25.926,102.871,5,5.8,23,1,,,300,3,1,2,,,,
1985,4,24,,,"PHILIPPINES: LUZON: BENGUET PROVINCE, BAGUIO",16.498,120.815,33,6.1,6,1,,,11,1,,2,,,,
1985,4,30,,,GREECE: MAGNISIA,39.266,22.81,27,5.5,,,,,,,,1,7,1,,
1985,5,10,,,"PAPUA NEW GUINEA: NEW BRITAIN: BIALLA, PIONA",-5.599,151.045,27,7.1,1,1,,,,,1,2,,,,
1985,7,3,Tsu,,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.439,152.828,46,7.2,,,,,,,1,2,,1,,
1985,7,29,,,"AFGHANISTAN: HINDU KUSH: CHITRAL, SWAT",36.19,70.896,99,6.6,5,1,,,38,1,2,2,,,,
1985,8,23,,,CHINA: S XINJIANG: WUQUA-SHUFU,39.431,75.224,7,7.5,71,2,,,162,3,5,2,,3,,
1985,9,19,Tsu,,MEXICO: MICHOACAN: MEXICO CITY,18.19,-102.533,28,8.1,9500,4,,,30000,4,4000,4,,4,,
1985,9,21,Tsu,,MEXICO: SW COAST: MEXICO CITY,17.802,-101.647,31,7.6,,2,,,,,,2,,,,
1985,9,27,,,"SOLOMON ISLANDS: HONIARA, GUADACANAL",-9.829,159.854,32,6.9,,,,,,,,1,,3,,
1985,9,28,,,BALKANS NW: MACEDONIA: DEMIR KAPIJA-NEGOTINO,41.581,22.254,7,5,,,,,16,1,,2,500,3,,
1985,10,11,,,GUATEMALA: SAN MIGUEL UPSANTAN,15.299,-90.863,5,4.5,,,,,,3,,2,500,3,500,3
1985,10,13,,,"TAJIKISTAN: KAPTOLYUK, KAYRAKKUM, GAFUROV",40.301,69.823,16,5.9,29,1,,,80,2,200,4,,3,,3
1985,11,17,,,INDONESIA: NEW GUINEA: IRIAN JAYA: MANOKWARI,-1.639,134.911,10,7.1,,,,,,,,1,,,,
1985,12,16,,,"NICARAGUA: RIVAS, MASAYA",11.725,-85.838,22,6,,,,,6,1,,1,,,,
1986,1,11,,,"PERU: HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,39,5.3,1,1,,,,,,2,60,2,,
1986,4,5,,,PERU: CUZCO,-13.41,-71.785,51,4.6,16,1,,,170,3,22,3,2000,4,,
1986,5,7,Tsu,,ALASKA: ALEUTIAN ISLANDS: ADAK,51.52,-174.776,19,8,,,,,,,,2,,,,2
1986,5,13,,,"GEORGIA: AKHALKALAKI, SUSUZ",41.431,43.737,10,5.7,2,1,,,,,,3,1500,4,1500,4
1986,6,11,,,VENEZUELA,10.597,-62.928,19,6.2,2,1,,,45,1,1,2,,,,
1986,6,24,,,PAPUA NEW GUINEA,-4.448,143.943,102,7.1,,,,,,,0.5,1,,,,
1986,7,8,,,CALIFORNIA: PALM SPRINGS,34,-116.61,12,6,,,,,29,1,4.5,2,,,,
1986,7,13,,,"CALIFORNIA: SAN DIEGO, NEWPORT BEACH",32.97,-117.869,6,5.8,,,,,,,0.7,1,,,,
1986,7,21,,,CALIFORNIA-NEVADA: CHALFANT VALLEY,37.537,-118.447,9,6.2,,,,,,,1,2,,,,
1986,8,30,,,"ROMANIA: BUCHAREST, KISHINEV-KAGUL",45.547,26.316,132,6.9,2,1,,,558,3,730,4,,,55000,4
1986,9,13,,,"GREECE: KALAMI, LAKONIA, ZAKINTHOS",37.014,22.176,11,5.8,20,1,,,300,3,5,2,1500,4,,
1986,9,15,,,"GREECE: S, MESSINIA, BERGA, NEDOUSA",36.93,22.175,10,4.8,,,,,37,1,,1,,,,
1986,10,5,,,"SOUTH AFRICA: MOUNT FRERE, DURBAN",-30.546,28.737,5,4.8,,,,,,,,1,,,,
1986,11,14,Tsu,,"TAIWAN: TAIPEI, HUALIEN",23.901,121.574,34,7.8,15,1,,,44,1,,1,,,,
1986,11,25,,,"BALKANS NW: BOSNIA-HERZEGOVINA: STRMICA, KNIN",44.12,16.339,30,5.5,,,,,12,1,,2,,,,
1986,12,7,,,BULGARIA: VELIKO TURNOVO-TURGOVISHTE,43.274,25.912,21,5.6,3,1,,,60,2,5,2,,,,
1986,12,19,,,"CHILE: CENTRAL, VALPARAISO",-33.071,-72.084,33,5,,,,,,2,,1,16,1,,
1987,2,8,Tsu,,"PAPUA NEW GUINEA: HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,55,7.6,3,1,,,,,2.625,2,,3,,
1987,3,2,,,"NEW ZEALAND: NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,19,6.6,1,1,,,25,1,210,4,,,,
1987,3,5,Tsu,,"CHILE: ANTOFAGASTA, ARICA",-24.388,-70.161,62,7.3,1,1,,,,,,2,,,,
1987,4,25,,,"PHILIPPINES: MANILA, CUBI POINT",16.066,120.301,107,6.3,,,,,,,,1,,,,
1987,5,23,,,PHILIPPINES: MINDANAO: TALAKAG-MALAYBALAY,8.047,125.41,32,5.2,1,1,,,2,1,,1,,,,
1987,8,2,,,CHINA: GANZHOU PROVINCE: XUNWU,24.924,115.608,29,4.9,,,,,84,2,,3,37000,4
1987,8,8,,,"CHILE: ARICA, IQUIQUE",-19.022,-69.991,70,6.9,5,1,,,112,3,1,2,1000,3
1987,8,13,,,"CHILE: ARICA; PERU: AREQUIPA, TACNA",-17.897,-70.931,37,6.4,1,1,,,1,1,,1,,
1987,9,4,,,ITALY: PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,19,4.6,,,,,2,1,,2,,
1987,10,1,,,CALIFORNIA: WHITTIER,34.061,-118.078,10,5.7,8,1,,,200,3,358,4,,
1987,10,2,,,"PERU: SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,20,5.1,3,1,,,,,,2,,3
1987,10,16,Tsu,,"PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN, KIMBTE",-6.266,149.06,48,7.7,,,,,,,,2,,
1987,11,24,,,CALIFORNIA: SUPERSTITION HILLS,33.082,-115.775,5,6.2,2,1,,,,,3,2,,
1987,11,30,Tsu,,ALASKA: YAKUTAT,58.679,-142.786,10,7.9,,,,,,,,1,,
1987,12,17,,,"JAPAN: HONSHU: CHIBA PERFECTURE, TOKYO",35.362,140.214,63,6,2,1,,,,,5,2,,
1988,1,9,,,"ALBANIA: TIRANA, ULCINJ-BAR",41.246,19.63,24,5.8,,,,,,,,2,,
1988,1,22,,,AUSTRALIA: TENNANT CREEK,-19.829,133.882,5,6.7,,,,,,,,2,,
1988,3,6,Tsu,,ALASKA: GULF OF ALASKA: ANCHORAGE,57.262,-142.747,15,7.8,,,,,,,,1,,
1988,6,19,,,"PHILIPPINES: MINDORO: SAN JOSE, CALAPAN",12.376,121.067,17,6.2,2,1,,,2,1,,2,,
1988,7,5,Tsu,,"PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN, ARAWE",-5.964,148.78,53,6.8,,,,,,,,2,,
1988,8,6,Tsu,,"MYANMAR (BURMA); INDIA: GAUHATI, SIBSAGAR, IMPHAL",25.149,95.127,91,7.2,38,1,,,,,1,2,,
1988,8,20,,,"NEPAL-INDIA: KATHMANDU, BIHAR",26.755,86.616,57,6.6,1091,4,,,,,131.5,4,,
1988,9,25,,,"TAJIKISTAN: ROSHTKALA, KHOROG",37.18,71.811,11,5,,,,,,,,2,,
1988,10,16,,,"GREECE: IONIAN SEA: KILINI, VARTHOLOMION",37.938,20.932,25,5.8,,,,,,,,2,,
1988,11,3,,,"GUATEMALA: S PALIN, SAN VICENTE PACAYA",13.881,-90.45,69,6,5,1,,,,2,,2,,
1988,11,3,,,PUERTO RICO: MONA PASSAGE: CATANO,19.08,-67.256,33,5.7,,,,,,,,2,,
1988,11,6,,,CHINA: YUNNAN PROVINCE,22.789,99.611,18,7.3,738,3,,,3900,4,269,4,412000,4
1988,11,12,,,"JAMAICA: ST ANDREW, JACKS HILL",18.068,-76.597,16,4.7,,,,,,,,2,,
1988,11,17,,,"PHILIPPINES: SAMAR: CATARMAN, CATBALOGAN",12.399,124.537,19,6.6,,,,,29,1,,1,,
1988,11,21,,,AZORES: SAO MIGUEL ISLAND,37.938,-26.142,11,5.3,,,,,,,,2,,
1988,11,25,,,"CANADA: QUEBEC: SAGUENAY, QUEBEC CITY",48.117,-71.183,29,5.8,,,,,,,,2,,
1988,12,7,,,"ARMENIA: LENINAKAN, SPITAK, KIROVAKAN",40.987,44.185,5,6.8,25000,4,,,,,16200,4,,4
1989,1,22,,,"TAJIKISTAN: SHARORA, GISSAR",38.465,68.694,33,5.3,274,3,,,,,24.8,3,,
1989,3,10,,,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.346,152.797,53,5.4,1,1,,,,,,2,,
1989,4,25,,,"MEXICO: MEXICO CITY, ACAPULCO",16.773,-99.328,19,6.8,3,1,,,,,,2,,
1989,5,23,Tsu,,MACQUARIE ISLAND: MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,10,8.2,,,,,,,,1,,
1989,6,25,,,"ECUADOR: ESMERALDAS, GUAYAQUIL",1.134,-79.616,15,6.1,,,,,,,,2,,
1989,6,26,Tsu,,HAWAIIAN ISLANDS: PUNA DISTRICT,19.362,-155.083,9,6.1,,,,,5,1,,2,105,3,,
1989,6,26,,,"AZORES: GRACIOSA, TERCEIRA",39.112,-28.242,11,5.7,,,,,,,,2,,,,
1989,7,9,,,"JAPAN: HONSHU: ITO, AJIRO",34.942,139.193,5,5,,,,,,,,2,,,,
1989,8,3,,,"RUSSIA: GROZNYY, BUYNAKSK",43.522,45.362,18,5,1,1,,,,,,2,,,,
1989,8,20,,,"DJIBOUTI: GALAFI, YABAKI",11.766,41.942,12,6.3,2,1,,,2,1,,1,,,,
1989,10,18,Tsu,,CALIFORNIA: LOMA PRIETA,37.036,-121.883,19,6.9,62,2,,,3757,4,5600,4,,3,,
1989,10,18,,,CHINA: SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,10,5.3,29,1,,,193,3,,3,30000,4,,
1989,10,29,Tsu,,"ALGERIA: ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,6,5.7,30,1,,,245,3,5,2,,,,
1989,11,1,Tsu,,"JAPAN: HONSHU: N, AOMORI, MISAWA",39.837,142.76,29,7.4,,,,,,,,1,,,,
1989,12,15,,,"PHILIPPINES: MINDANAO: COTABATO, DAVAO",8.337,126.729,24,7.5,2,1,,,,3,1,2,,,,
1989,12,27,,,AUSTRALIA: NEWCASTLE,-32.967,151.619,10,5.4,12,1,,,100,2,1000,4,,,,
1990,2,8,Tsu,,"PHILIPPINES: BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,26,6.6,,2,,,300,3,0.9,1,,,600,3
1990,2,28,,,"CALIFORNIA: S, CLAREMONT, COVINA",34.14,-117.7,5,5.5,,,,,30,1,12.7,3,,,,
1990,3,25,Tsu,,"COSTA RICA: PUNTARENAS, SAN JOSE",9.919,-84.808,22,7,,,,,10,1,,2,,,60,2
1990,3,25,,,TAJIKISTAN: PAMIR MOUNTAINS,37.034,72.942,33,6.3,,,,,,,,1,,,,
1990,3,26,,,PHILIPPINES: SANTIAGO,9.253,125.606,39,5.5,1,1,,,2,1,,1,,,,
1990,4,2,,,"UNITED KINGDOM: MANCHESTER, LIVERPOOL",52.314,-2.985,18,4.7,,,,,,,,1,,,,2
1990,4,5,Tsu,,NORTHERN MARIANA ISLANDS: SAIPAN; GUAM,15.125,147.596,11,7.5,,,,,,,,,,,,
1990,5,5,,,ITALY: POTENZA,40.775,15.766,10,5.4,2,1,,,16,1,,2,,,,
1990,5,13,,,"NEW ZEALAND: DANNEVIRKE, WELLINGTON",-40.296,176.064,21,6.3,,,,,,,,2,,,,
1990,5,30,,,PERU: MOYABAMBA-RIOJO,-6.016,-77.229,24,6.5,200,3,,,8130,4,1,2,,,,
1990,5,30,,,"ROMANIA: BUCHAREST, BRAILA, BRASOV",45.841,26.668,89,6.7,14,1,,,700,3,23.7,3,,,,
1990,5,31,,,"ROMANIA: KISHINEV, CIS",45.811,26.769,88,6.1,,,,,,,,1,,,,
1990,6,9,,,"PERU: N, RIOJA, MOYOBAMBA, IQUITOS",-6.062,-77.136,26,4.9,1,1,,,,,,1,14,1,,
1990,6,14,,,"PHILIPPINES: CULASI, PANAY",11.76,121.899,18,7.1,4,1,,,15,1,,2,,,,
1990,6,14,,,"KAZAKHSTAN: UST, ZAYSAN",47.869,85.076,58,6.8,1,1,,,,,,3,3000,4,,
1990,6,20,Tsu,,"IRAN: RASHT, QAZVIN, ZANJAN, RUDBAR, MANJIL",36.957,49.409,19,7.3,40000,4,,,105000,4,7200,4,,4,,
1990,7,13,,,AFGHANISTAN: HINDU KUSH: PIK LENINA,36.415,70.789,217,5.6,43,1,,,,,,,,,,
1990,7,16,,,"PHILIPPINES: BAGUIO, CABANATUAN, DAGUPAN",15.679,121.172,25,7.8,2412,4,,,3000,4,369.6,4,,,,
1990,7,27,,,VANUATU ISLANDS: ESPIRITU SANTO,-15.355,167.464,126,6.4,,,,,2,1,,2,,,,3
1990,8,3,,,"KAZAKHSTAN: AKKAL, UST",47.963,84.961,33,6.1,,,,,8,1,,2,500,3,,
1990,9,27,,,KAZAKHSTAN: ZAYSAN,47.903,84.961,33,4.5,,,,,,,,1,,,,
1990,10,20,,,CHINA: GANSU PROVINCE: TIANZHU,37.093,103.781,12,5.8,7,1,,,92,2,,3,87000,4,,
1990,10,25,,,"AFGHANISTAN: HINDU KUSH: CHITRAL, MARDAN, MALAKAND",35.121,70.486,114,6,11,1,,,250,3,,1,,,,
1990,11,27,,,BALKANS NW: BOSNIA-HERZEGOVINA: TITOGRAD,43.853,16.633,24,5.6,,,,,10,1,,2,,,,
1990,12,1,,,KYRGYZSTAN: UZGEN,40.854,73.553,29,4.6,,,,,,,,3,,,1110,4
1990,12,13,Tsu,,ITALY: SICILY: CARLENTINI,37.3,15.438,11,5.3,19,1,,,200,3,500,4,,,,
1990,12,13,,,"TAIWAN: HUALIEN, TAIPEI",23.916,121.636,12,6.2,2,1,,,3,1,,1,,,,
1990,12,13,Tsu,,TAIWAN: HUA-LIEN,23.722,121.627,10,6.3,,,,,,,,1,,,,
1990,12,21,,,"GREECE: EDHESSA, KILKIS",41.004,22.3,13,5.9,1,1,,,60,2,,1,,,,2
1990,12,22,,,"COSTA RICA: ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302,17,5.7,2,1,,,350,3,19.5,3,,,,
1991,1,31,,,"AFGHANISTAN: BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,142,6.4,848,3,,,200,3,36,4,,3,2000,4
1991,4,4,,,"PERU: RIOJA, NEUVA CAJAMARCA",-6.038,-77.13,21,6.4,,,,,10,1,,1,,,15,1
1991,4,5,,,"PERU: RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094,20,6.7,53,2,,,252,3,,3,,,8063,4
1991,4,18,,,AFGHANISTAN: BADAKHSTAN PROVINCE,37.457,68.273,33,5.1,,2,,,,3,,3,,,1000,3
1991,4,22,Tsu,,"COSTA RICA: LIMON, PANDORA",9.685,-83.073,10,7.6,87,2,,,,,510,4,,,,
1991,4,29,,,"GEORGIA: DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673,17,7,270,3,,,,,1700,4,,4,,
1991,5,15,,,GEORGIA: KHEKHETI,42.565,43.349,14,4.9,,1,,,,,,1,45,1,,
1991,6,15,,,"GEORGIA: DZHAVA, TSKHINVALI, OSSETIA",42.461,44.009,9,6.1,8,1,,,200,3,,3,,,,
1991,6,20,,,"INDONESIA: MINAHASSA: GORONTALO, MAMADO",1.196,122.787,31,7.5,,,,,,,,3,,,1500,4
1991,6,28,,,"CALIFORNIA: ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.002,11,5.1,2,1,,,104,3,33.5,4,,,,
1991,7,12,,,"ROMANIA: BANLOC, DETA, TIMISOARA",45.364,21.057,11,5.6,2,1,,,30,2,,1,,,,2
1991,7,18,,,ROMANIA: ORSAVA,44.888,22.407,12,5.6,,,,,,,,2,,,615,3
1991,7,23,,,"PERU: MACA, CHIVAY, YANQUE",-15.679,-71.574,5,4.7,92,2,,,30,1,,2,,3,,
1991,7,24,,,"IRAQ: ARBIL, DIBS",36.52,44.066,26,5.1,20,1,,,,3,,2,100,2,100,2
1991,8,17,,,VENEZUELA: BARQUISIMETO,10.045,-69.948,10,5.2,,,,,,,,2,,,100,2
1991,8,17,,,"CALIFORNIA: HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,12,6.2,,,,,,,,2,,,,
1991,9,18,,,"GUATEMALA: GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986,5,6.2,25,1,,,200,3,,3,,,,
1991,10,19,,,"INDIA: CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.774,10,7,2000,4,,,1800,4,60,4,7500,4,7500,4
1991,11,19,,,"COLOMBIA: CHACO, BUENAVENTURA, CALI",4.554,-77.442,21,6.4,2,1,,,,,,1,,,28,1
1991,12,2,,,"ROMANIA: VOITEG, DETA, BANLOC",45.498,21.115,9,5.5,,,,,,2,,2,,,5000,2
1992,3,13,,,TURKEY: ERZINCAN,39.71,39.605,27,6.9,653,3,,,2000,4,750,4,,,8057,4
1992,4,13,,,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.153,5.798,21,5.2,1,1,,,45,1,100,4,,,,
1992,4,23,,,"CALIFORNIA: JOSHUA TREE, ANGELUS OAKS",33.961,-116.318,12,6.3,,,,,32,1,,2,,,,
1992,4,25,Tsu,,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.368,-124.316,15,7.1,,,,,98,2,75,4,,,,
1992,5,15,,,KYRGYZSTAN: OSH; UZBEKISTAN: ANDIZHAN,41.019,72.429,50,6.2,4,1,,,,,31,4,5500,4,4000,4
1992,6,28,,,"CALIFORNIA: LANDERS, YUCCA VALLEY",34.201,-116.436,1,7.6,3,1,,,400,3,92,4,,,,
1992,6,28,,,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.827,5,6.7,,,,,,2,,2,,,,
1992,8,19,,,KYRGYZSTAN: TOLUK,42.142,73.575,27,7.5,75,2,,,,,130,4,8200,4,,
1993,1,15,,,"JAPAN: HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,102,7.6,2,1,,,,,358,4,,,,
1993,3,25,,,WASHINGTON-OREGON BORDER,45.035,-122.607,21,5.6,,,,,,,28.4,4,,,,
1993,7,12,Tsu,,JAPAN: HOKKAIDO; RUSSIA: SOUTHEAST; SOUTH KOREA,42.851,139.197,17,7.7,23,3,,,233,3,1207,4,,3,,
1993,8,8,Tsu,,"GUAM: TUMAN BAY, APRA HARBOR",12.982,144.801,59,7.8,,,,,48,1,250,4,,,,
1993,9,21,,,OREGON: KLAMATH FALLS,42.314,-122.012,11,6,2,1,,,,,7.5,3,,,,
1993,9,29,,,"INDIA: LATUR-OSMANABAD, KILLARI",18.066,76.451,7,6.2,11000,4,,,30000,4,300,4,,4,,4
1994,1,16,,,"PENNSYLVANIA: READING, FELT TO CANADA",40.33,-76.037,5,4.6,,,,,,,,1,,,,
1994,1,17,Tsu,,CALIFORNIA: NORTHRIDGE,34.213,-118.537,18,6.7,60,2,,,7000,4,40000,4,40000,4,,
1994,2,3,,,WYOMING: AFTON,42.762,-110.976,8,5.8,,,,,,,,1,,,,
1994,5,1,,,"AFGHANISTAN: HINDU KUSH: TASHIAK, TERMIZ",36.901,67.163,19,6.1,160,3,,,,,,,,,,
1994,5,24,Tsu,,TAIWAN,23.959,122.448,16,6.5,,,,,,,,,,,,
1994,6,18,,,NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH,-42.963,171.658,14,6.8,,,,,,,,1,,,,
1994,9,1,Tsu,,CALIFORNIA: NORTH: HONEYDEW,40.402,-125.68,10,7,,,,,,,,1,,,,
1994,10,4,Tsu,,RUSSIA: KURIL ISLANDS; JAPAN: HOKKAIDO,43.773,147.321,14,8.3,11,1,,,382,3,,3,,,,
1994,12,26,,,"CALIFORNIA: EUREKA, SAMOA, ARCATA, BLUE LAKE",40.741,-124.31,23,5.5,,,,,,,2.1,2,,,,
1994,12,28,Tsu,,JAPAN: HONSHU,40.525,143.419,27,7.8,3,1,,,200,3,170.4,4,,,,
1995,1,16,Tsu,,"JAPAN: SW HONSHU: KOBE, AWAJI-SHIMA, NISHINOMIYA",34.583,135.018,22,6.9,5502,4,,,36896,4,100000,4,200000,4,,
1995,2,23,,,"CYPRUS: PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,10,5.9,2,1,,,5,1,4.34,2,70,2,570,3
